"LEAD_REFERENCE_NUMBER","CAMPAIGN_CODE","CIF","MARKETING_MESSAGE_LINE1","MARKETING_MESSAGE_LINE2","MARKETING_MESSAGE_LINE3","MARKETING_MESSAGE_LINE4","MARKETING_MESSAGE_LINE5","MARKETING_MESSAGE_LINE6","BRANCH_CODE","PERSONALIZED_MESSAGE","PRODUCT_OFFER","PROVINCE_CODE","REGION","CAMPAIGN_TYPE","LEAD_STATUS_CODE","OWNER_EMPLOYEE_ID","REFER_NAME","RESPONSE_DATE_TIME","RESPONSE_CODE"
"LMSV003974149","","3559466","","","","","","","143","","SVGXXXX","","50303","","1","000287300","","2018-01-10T15:10:51Z",""
"LMSV003973129","","3522909","","","","","","","620","","SVGXXXX","","60501","","1","000394676","","2018-01-09T20:22:18Z",""
"LMSV003973130","","14899581","","","","","","","620","","SVGXXXX","","60501","","1","000394676","","2018-01-09T20:22:54Z",""
"LMSV003974910","","3295892","","","","","","","620","","SVGATMX","","60501","","1","000262550","","2018-01-10T20:10:04Z",""
"LMSV003973567","","954069","","","","","","","301","","SVGXXXX","","50303","","1","000404350","","2018-01-10T11:07:44Z",""
"LMSV003975465","","10928399","","","","","","","301","","SVGXXXX","","50303","","1","000404350","","2018-01-11T13:05:40Z",""
"LMSV003975498","","3661980","","","","","","","301","","SVGXXXX","","50303","","1","000404350","","2018-01-11T13:22:37Z",""
"LMSM003975024","","9473745","","","","","","","361","","SMSXXXX","","50303","","1","000335661","","2018-01-11T09:15:32Z",""
"LMEL003975052","","10149967","","","","","","","361","","ELTKOLN","","50303","","1","000335661","","2018-01-11T09:27:15Z",""
"LMSV003976429","","15259432","","","","","","","620","","SVGXXXX","","60501","","1","000394676","","2018-01-11T19:08:23Z",""
"LMSV003974654","","3777268","","","","","","","143","","SVGXXXX","","50303","","1","000287300","","2018-01-10T18:04:23Z",""
"LMSV003974668","","6809138","","","","","","","143","","SVGXXXX","","50303","","1","000287300","","2018-01-10T18:06:14Z",""
"LMSV003974684","","12971264","","","","","","","143","","SVGXXXX","","50303","","1","000287300","","2018-01-10T18:10:36Z",""
"LMSV003974796","","18305881","","","","","","","620","","SVGXXXX","","60501","","1","000394676","","2018-01-10T19:10:19Z",""
"LMSV003974958","","7208549","","","","","","","35","","SVGATMX","","50303","","1","000281154","","2018-01-11T07:14:15Z",""
"LMSV003974959","","7481526","","","","","","","35","","SVGXXXX","","50303","","1","000281154","","2018-01-11T07:15:28Z",""
"LMSV003975255","","5424126","","","","","","","301","","SVGXXXX","","50303","","1","000404350","","2018-01-11T11:13:36Z",""
"LMSV003970709","","12944850","","","","","","","361","","SVGXXXX","","50303","","1","000335661","","2018-01-08T14:11:20Z",""
"LMSV003970211","","10559656","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-08T08:58:34Z",""
"LMMM003973383","","1115286","","","","","","","86","","MMAXSVG","","60501","","1","011091253","","2018-01-10T10:14:14Z",""
"LMSV003973446","","732613","","","","","","","301","","SVGXXXX","","50303","","1","000404350","","2018-01-10T10:35:23Z",""
"LMSV003970572","","20758470","","","","","","","620","","SVGXXXX","","60501","","1","000262550","","2018-01-08T13:04:26Z",""
"LMSV003972029","","19184291","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-09T11:53:45Z",""
"LMSV003971808","","3873498","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-09T10:05:24Z",""
"LMMM003971715","","590685","","","","","","","86","","MMAXSVG","","60501","","1","011091253","","2018-01-09T09:31:44Z",""
"LMVD003970562","","3742446","","","","","","","262","","VDBXXXX","","50303","","1","000191940","","2018-01-08T12:46:17Z",""
"LMSM003970563","","3742446","","","","","","","262","","SMSXXXX","","50303","","1","000191940","","2018-01-08T12:46:17Z",""
"LMSV003973128","","18024659","","","","","","","620","","SVGXXXX","","60501","","1","000262550","","2018-01-09T20:01:04Z",""
"LMSV003970662","","648197","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-08T13:53:24Z",""
"LMSV003970670","","707766","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-08T13:54:31Z",""
"LMKM003979477","","8118835","","","","","","","262","","KMAXXXX","","50303","","1","000191940","","2018-01-15T10:41:57Z",""
"LMKM003972398","","9353088","","","","","","","474","","KMAXXXX","","50303","","1","000315713","","2018-01-09T14:43:22Z",""
"LMKC003977236","","7264837","","","","","","","687","","KCCXXXX","","50303","","1","011037777","","2018-01-12T14:08:56Z",""
"LMSV003977337","","6876251","","","","","","","629","","SVGXXXX","","60501","","1","000184002","","2018-01-12T14:42:15Z",""
"LMSV003977339","","5318401","","","","","","","629","","SVGXXXX","","60501","","1","000184002","","2018-01-12T14:43:39Z",""
"LMSV003971239","","3706206","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-08T17:06:47Z",""
"LMSM003977399","","3734732","","","","","","","361","","SMSXXXX","","50303","","1","000335661","","2018-01-12T15:14:51Z",""
"LMPA003979616","","12054522","","","","","","","687","","PACXXXX","","50303","","1","000311894","","2018-01-15T12:02:35Z",""
"LMSV003971249","","8831067","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-08T17:09:43Z",""
"LMSV003971253","","842074","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-08T17:10:18Z",""
"LMSV003971257","","3902060","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-08T17:10:52Z",""
"LMKC003979254","","12330701","","","","","","","620","","KCCVSPT","","60501","","1","011023314","","2018-01-14T20:18:18Z",""
"LMKC003979256","","10154179","","","","","","","620","","KCCVSPT","","60501","","1","011023314","","2018-01-14T20:19:55Z",""
"LMMM003979257","","8300775","","","","","","","620","","MMAXSVG","","60501","","1","011023314","","2018-01-14T20:25:01Z",""
"LMKC003979259","","4761264","","","","","","","620","","KCCVSPT","","60501","","1","011023314","","2018-01-14T20:30:48Z",""
"LMKC003979261","","4069473","","","","","","","620","","KCCVSPT","","60501","","1","011023314","","2018-01-14T20:34:28Z",""
"LMKC003979264","","16477844","","","","","","","620","","KCCVSPT","","60501","","1","011023314","","2018-01-14T20:37:29Z",""
"LMKC003979267","","3438556","","","","","","","620","","KCCVSPT","","60501","","1","011023314","","2018-01-14T20:39:53Z",""
"LMMM003971577","","465558","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-01-08T20:24:34Z",""
"LMMM003971591","","4341747","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-01-08T20:35:47Z",""
"LMSV003971383","","7295552","","","","","","","620","","SVGXXXX","","60501","","1","000394676","","2018-01-08T17:40:37Z",""
"LMSV003971797","","1068453","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-09T10:01:29Z",""
"LMSV003977736","","17517048","","","","","","","14","","SVGXXXX","","50303","","1","000379008","","2018-01-12T16:58:46Z",""
"LMMM003973390","","6671201","","","","","","","86","","MMAXSVG","","60501","","1","011091253","","2018-01-10T10:16:00Z",""
"LMEL003974640","","3738918","","","","","","","14","","ELTKOLN","","50303","","1","000296533","","2018-01-10T18:01:36Z",""
"LMSM003978738","","6696449","","","","","","","599","","SMSXXXX","","60501","","1","000262147","","2018-01-13T17:47:39Z",""
"LMSM003978753","","6485711","","","","","","","599","","SMSXXXX","","60501","","1","000262147","","2018-01-13T18:03:06Z",""
"LMSV003975365","","13513030","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-11T12:12:02Z",""
"LMSV003975367","","13599055","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-11T12:12:34Z",""
"LMSV003975462","","7120262","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-11T13:04:59Z",""
"LMCR003976167","","7243551","","","","","","","34","","CRTXXXX","","50303","","1","000103564","","2018-01-11T17:37:12Z",""
"LMSV003974960","","12233907","","","","","","","35","","SVGATMX","","50303","","1","000281154","","2018-01-11T07:19:57Z",""
"LMSV003974963","","14809766","","","","","","","35","","SVGXXXX","","50303","","1","000281154","","2018-01-11T07:23:49Z",""
"LMSV003975378","","16450271","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-11T12:17:27Z",""
"LMSM003979476","","8118835","","","","","","","262","","SMSXXXX","","50303","","1","000191940","","2018-01-15T10:41:56Z",""
"LMSV003980327","","16481240","","","","","","","629","","SVGXXXX","","60501","","1","000184002","","2018-01-15T17:16:47Z",""
"LMSV003980331","","16446558","","","","","","","629","","SVGXXXX","","60501","","1","000184002","","2018-01-15T17:17:57Z",""
"LMSV003974652","","3733160","","","","","","","143","","SVGXXXX","","50303","","1","000287300","","2018-01-10T18:03:30Z",""
"LMMM003975816","","20067804","","","","","","","687","","MMAXSVG","","50303","","1","011037777","","2018-01-11T16:13:06Z",""
"LMMM003976220","","4748450","","","","","","","34","","MMAXSVG","","50303","","1","000103564","","2018-01-11T17:51:35Z",""
"LMSV003976247","","3871780","","","","","","","34","","SVGXXXX","","50303","","1","000103564","","2018-01-11T17:57:12Z",""
"LMSV003976424","","15476141","","","","","","","620","","SVGXXXX","","60501","","1","000394676","","2018-01-11T19:07:18Z",""
"LMSV003976625","","3956691","","","","","","","301","","SVGXXXX","","50303","","1","000404350","","2018-01-12T09:04:17Z",""
"LMMM003976532","","11003442","","","","","","","620","","MMAXSVG","","60501","","1","011023314","","2018-01-11T20:07:53Z",""
"LMSV003973152","","7626878","","","","","","","515","","SVGXXXX","","60501","","1","000266213","","2018-01-10T08:44:52Z",""
"LMMM003976501","","7387698","","","","","","","620","","MMAXSVG","","60501","","1","011023314","","2018-01-11T19:54:42Z",""
"LMSV003974790","","17281625","","","","","","","620","","SVGATMX","","60501","","1","000262550","","2018-01-10T19:06:17Z",""
"LMSV003974847","","16259666","","","","","","","620","","SVGXXXX","","60501","","1","000394676","","2018-01-10T19:27:17Z",""
"LMSV003974854","","4036011","","","","","","","620","","SVGXXXX","","60501","","1","000262550","","2018-01-10T19:29:37Z",""
"LMMM003973361","","1048867","","","","","","","86","","MMAXSVG","","60501","","1","011091253","","2018-01-10T10:09:49Z",""
"LMSV003970731","","3249162","","","","","","","361","","SVGXXXX","","50303","","1","000335661","","2018-01-08T14:18:36Z",""
"LMSV003973499","","30419","","","","","","","143","","SVGATMX","","50303","","1","000287300","","2018-01-10T10:46:15Z",""
"LMSV003973518","","675992","","","","","","","143","","SVGXXXX","","50303","","1","000287300","","2018-01-10T10:49:59Z",""
"LMSV003973534","","3755077","","","","","","","301","","SVGXXXX","","50303","","1","000404350","","2018-01-10T10:54:45Z",""
"LMSV003975258","","15286341","","","","","","","301","","SVGXXXX","","50303","","1","000404350","","2018-01-11T11:14:27Z",""
"LMKM003976375","","4096490","","","","","","","262","","KMAXXXX","","50303","","1","000399857","","2018-01-11T18:55:02Z",""
"LMMM003975424","","872872","","","","","","","570","","MMAXSVG","","60501","","1","000339564","","2018-01-11T12:48:39Z",""
"LMSV003975810","","502748","","","","","","","296","","SVGXXXX","","50303","","1","000124503","","2018-01-11T16:11:06Z",""
"LMSV003975814","","15250144","","","","","","","296","","SVGXXXX","","50303","","1","000124503","","2018-01-11T16:12:50Z",""
"LMSV003975472","","11175365","","","","","","","301","","SVGXXXX","","50303","","1","000404350","","2018-01-11T13:12:23Z",""
"LMSV003975482","","3233550","","","","","","","301","","SVGXXXX","","50303","","1","000404350","","2018-01-11T13:18:58Z",""
"LMMM003975986","","14226877","","","","","","","34","","MMAXSVG","","50303","","1","000103564","","2018-01-11T16:54:09Z",""
"LMSV003976017","","8828440","","","","","","","34","","SVGXXXX","","50303","","1","000224675","","2018-01-11T17:05:00Z",""
"LMSM003972081","","12245509","","","","","","","262","","SMSXXXX","","50303","","1","000191940","","2018-01-09T12:23:48Z",""
"LMVD003972082","","12245509","","","","","","","262","","VDBXXXX","","50303","","1","000191940","","2018-01-09T12:23:48Z",""
"LMKM003972083","","12245509","","","","","","","262","","KMAXXXX","","50303","","1","000191940","","2018-01-09T12:23:48Z",""
"LMKC003972084","","12245509","","","","","","","262","","KCCXXXX","","50303","","1","000191940","","2018-01-09T12:23:48Z",""
"LMPA003972147","","7901684","","","","","","","262","","PAPMPLS","","50303","","1","000191940","","2018-01-09T12:47:00Z",""
"LMSM003972148","","7901684","","","","","","","262","","SMSXXXX","","50303","","1","000191940","","2018-01-09T12:47:00Z",""
"LMKC003972149","","7901684","","","","","","","262","","KCCXXXX","","50303","","1","000191940","","2018-01-09T12:47:00Z",""
"LMKF003974789","","928455","","","","","","","620","","KFCVISA","","60501","","1","000262550","","2018-01-10T19:05:40Z",""
"LMSV003975045","","12054902","","","","","","","361","","SVGXXXX","","50303","","1","000335661","","2018-01-11T09:23:52Z",""
"LMSV003974145","","3373549","","","","","","","143","","SVGATMX","","50303","","1","000287300","","2018-01-10T15:09:43Z",""
"LMSV003971263","","3902744","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-08T17:11:59Z",""
"LMEL004006210","","522341","","","","","","","361","","ELTKOLN","","50303","","1","000335661","","2018-02-06T11:52:25Z",""
"LMSM004006212","","587496","","","","","","","361","","SMSXXXX","","50303","","1","000335661","","2018-02-06T11:53:55Z",""
"LMTD004006225","","388034","","","","","","","35","","TDTXXXX","","50303","","1","000281154","","2018-02-06T12:01:45Z",""
"LMSV003975979","","6727330","","","","","","","34","","SVGXXXX","","50303","","1","000103564","","2018-01-11T16:52:22Z",""
"LMSV003970574","","641163","","","","","","","620","","SVGXXXX","","60501","","1","000262550","","2018-01-08T13:05:06Z",""
"LMSV003976209","","14955622","","","","","","","34","","SVGXXXX","","50303","","1","000103564","","2018-01-11T17:50:00Z",""
"LMMM003970308","","652694","","","","","","","769","","MMAXSVG","","50303","","1","011030939","","2018-01-08T10:02:50Z",""
"LMSV004006706","","17848392","","","","","","","620","","SVGXXXX","","60501","","1","000262550","","2018-02-06T16:38:04Z",""
"LMSV003973526","","16223105","","","","","","","301","","SVGXXXX","","50303","","1","000404350","","2018-01-10T10:52:35Z",""
"LMSV003976420","","15111458","","","","","","","620","","SVGXXXX","","60501","","1","000394676","","2018-01-11T19:06:41Z",""
"LMSV003971613","","4987192","","","","","","","35","","SVGXXXX","","50303","","1","000281154","","2018-01-09T07:19:45Z",""
"LMSV003974181","","3993361","","","","","","","14","","SVGXXXX","","50303","","1","000379008","","2018-01-10T15:24:08Z",""
"LMSV004011302","","10262153","","","","","","","17","","SVGXXXX","","60501","","1","000261073","","2018-02-09T16:07:02Z",""
"LMTD003971867","","4335708","","","","","","","134","","TDT09MX","","60501","","1","000264432","","2018-01-09T10:38:46Z",""
"LMMM003971578","","663180","","","","","","","447","","MMAXSVG","","60501","","1","000398131","","2018-01-08T20:25:17Z",""
"LMMT003971597","","16838592","","","","","","","599","","MTFXXXX","","60501","","1","000237354","","2018-01-08T20:55:04Z",""
"LMSV003970316","","3923409","","","","","","","769","","SVGXXXX","","50303","","1","011030939","","2018-01-08T10:05:16Z",""
"LMMM003970357","","5323402","","","","","","","769","","MMAXSVG","","50303","","1","011030939","","2018-01-08T10:19:39Z",""
"LMSV003970665","","648706","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-08T13:53:51Z",""
"LMMM003970420","","9887791","","","","","","","769","","MMAXSVG","","50303","","1","011030939","","2018-01-08T10:51:00Z",""
"LMSV003972066","","3298752","","","","","","","86","","SVGATMX","","60501","","1","011091253","","2018-01-09T12:15:40Z",""
"LMSV003973154","","7357251","","","","","","","515","","SVGXXXX","","60501","","1","000266213","","2018-01-10T08:49:13Z",""
"LMSV003973165","","17705656","","","","","","","515","","SVGXXXX","","60501","","1","000266213","","2018-01-10T08:56:15Z",""
"LMSV003973174","","12697854","","","","","","","515","","SVGXXXX","","60501","","1","000266213","","2018-01-10T08:59:58Z",""
"LMSV003972970","","11095023","","","","","","","34","","SVGXXXX","","50303","","1","000103564","","2018-01-09T18:12:46Z",""
"LMSV003973011","","10846355","","","","","","","34","","SVGXXXX","","50303","","1","000103564","","2018-01-09T18:30:15Z",""
"LMSV003973012","","19627614","","","","","","","34","","SVGATMX","","50303","","1","000103564","","2018-01-09T18:31:10Z",""
"LMSV003974889","","20341322","","","","","","","620","","SVGXXXX","","60501","","1","000262550","","2018-01-10T19:56:25Z",""
"LMSV003971300","","3743813","","","","","","","14","","SVGXXXX","","50303","","1","000379008","","2018-01-08T17:18:30Z",""
"LMSV003974226","","7784906","","","","","","","34","","SVGXXXX","","50303","","1","000103564","","2018-01-10T15:47:12Z",""
"LMSV003974892","","19010289","","","","","","","620","","SVGXXXX","","60501","","1","000262550","","2018-01-10T19:57:05Z",""
"LMSV003974899","","3219009","","","","","","","620","","SVGXXXX","","60501","","1","000262550","","2018-01-10T20:00:12Z",""
"LMSV003974908","","11136502","","","","","","","620","","SVGXXXX","","60501","","1","000262550","","2018-01-10T20:07:04Z",""
"LMSV003974911","","987885","","","","","","","620","","SVGATMX","","60501","","1","000262550","","2018-01-10T20:10:39Z",""
"LMSV003974913","","18305526","","","","","","","620","","SVGXXXX","","60501","","1","000262550","","2018-01-10T20:11:56Z",""
"LMMM003975315","","3660154","","","","","","","687","","MMAXSVG","","50303","","1","011037777","","2018-01-11T11:46:36Z",""
"LMKC003975319","","15193118","","","","","","","687","","KCCXXXX","","50303","","1","011037777","","2018-01-11T11:48:35Z",""
"LMSV003975330","","7117076","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-11T11:54:23Z",""
"LMSV003975363","","10671677","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-11T12:11:02Z",""
"LMSV003975371","","14494765","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-11T12:14:56Z",""
"LMSV003975468","","731753","","","","","","","301","","SVGXXXX","","50303","","1","000404350","","2018-01-11T13:08:21Z",""
"LMSV003975469","","9127592","","","","","","","301","","SVGXXXX","","50303","","1","000404350","","2018-01-11T13:09:49Z",""
"LMSV003971623","","8008902","","","","","","","35","","SVGATMX","","50303","","1","000281154","","2018-01-09T07:49:33Z",""
"LMEL003977985","","757944","","","","","","","143","","ELTKOLN","","50303","","1","000335679","","2018-01-12T18:03:40Z",""
"LMSV003978229","","5480634","","","","","","","629","","SVGXXXX","","60501","","1","000184002","","2018-01-12T19:35:36Z",""
"LMSV003972456","","12933440","","","","","","","361","","SVGXXXX","","50303","","1","000335661","","2018-01-09T15:01:04Z",""
"LMSM003972355","","4749479","","","","","","","361","","SMSXXXX","","50303","","1","000335661","","2018-01-09T14:30:02Z",""
"LMSV003971800","","1134529","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-09T10:03:28Z",""
"LMSV003974242","","4284271","","","","","","","17","","SVGXXXX","","60501","","1","000261073","","2018-01-10T15:57:31Z",""
"LMPL003975613","","8162664","","","","","","","361","","PLNXXXX","","50303","","1","011094208","","2018-01-11T14:19:42Z",""
"LMSV003975342","","7117438","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-11T12:02:00Z",""
"LMSV003971901","","3898607","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-09T10:53:10Z",""
"LMSV003978247","","15414661","","","","","","","629","","SVGXXXX","","60501","","1","000184002","","2018-01-12T19:40:42Z",""
"LMKC003978283","","17084961","","","","","","","493","","KCCVSPT","","50303","","1","000140301","","2018-01-12T20:04:58Z",""
"LMSV003977401","","10683852","","","","","","","615","","SVGXXXX","","50303","","1","000393124","","2018-01-12T15:15:07Z",""
"LMMT003975998","","3712345","","","","","","","34","","MTFLTFX","","50303","","1","000166546","","2018-01-11T16:57:34Z",""
"LMSV003973147","","1065816","","","","","","","515","","SVGXXXX","","60501","","1","000266213","","2018-01-10T08:40:24Z",""
"LMSV003973148","","936370","","","","","","","515","","SVGXXXX","","60501","","1","000266213","","2018-01-10T08:41:15Z",""
"LMSV003973150","","13873056","","","","","","","515","","SVGXXXX","","60501","","1","000266213","","2018-01-10T08:43:10Z",""
"LMSV003973151","","4271233","","","","","","","515","","SVGXXXX","","60501","","1","000266213","","2018-01-10T08:43:46Z",""
"LMSV003973156","","19566100","","","","","","","515","","SVGXXXX","","60501","","1","000266213","","2018-01-10T08:50:22Z",""
"LMSM003972452","","7713301","","","","","","","361","","SMSXXXX","","50303","","1","000335661","","2018-01-09T14:59:48Z",""
"LMSV003976228","","4799461","","","","","","","34","","SVGXXXX","","50303","","1","000103564","","2018-01-11T17:52:50Z",""
"LMKM003976347","","1014724","","","","","","","262","","KMAXXXX","","50303","","1","000399857","","2018-01-11T18:49:00Z",""
"LMSV003973297","","561213","","","","","","","143","","SVGXXXX","","50303","","1","011019213","","2018-01-10T09:47:31Z",""
"LMPL003973356","","922958","","","","","","","86","","PLNXXXX","","60501","","1","011091253","","2018-01-10T10:08:24Z",""
"LMSV003971292","","3735548","","","","","","","14","","SVGXXXX","","50303","","1","000379008","","2018-01-08T17:17:57Z",""
"LMSV003977472","","15921760","","","","","","","34","","SVGXXXX","","50303","","1","000103564","","2018-01-12T15:47:34Z",""
"LMSV003977527","","20828806","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-12T16:04:07Z",""
"LMSV003977531","","3867219","","","","","","","301","","SVGXXXX","","50303","","1","000184440","","2018-01-12T16:04:45Z",""
